,Gender,Age,Debt,YearsEmployed,PriorDefault,Employed,DriversLicense,Citizen,ZipCode,Approved,Income,CreditScore,Married,BankCustomer,Job,Ethnicity
10796,1,21.61,3.433,0.0,1,0,1,ByOtherMeans,0,0,703,0,1,0,7,White
10797,1,25.3,2.354,0.434,0,0,0,ByBirth,160,0,144,0,1,1,6,Black
10798,1,18.72,15.083,0.642,0,0,1,ByBirth,240,0,88,0,1,0,4,White
10799,0,53.97,2.004,0.0,0,1,0,ByBirth,420,0,5000,0,1,1,0,Asian
10800,0,40.18,17.888,0.0,0,1,1,ByBirth,0,0,103,1,0,0,9,White
10801,0,15.17,0.84,1.104,0,0,0,ByBirth,0,0,187,0,1,1,10,White
10802,1,19.38,1.725,0.0,0,0,0,ByBirth,100,0,53,0,1,1,9,Asian
10803,1,21.66,1.283,0.0,0,0,0,ByBirth,400,0,10,0,0,0,2,White
10804,1,15.17,6.102,0.001,0,0,0,ByBirth,108,0,57,0,1,0,11,Black
10805,1,15.17,2.811,0.464,0,0,1,ByBirth,200,0,100,0,1,1,13,Latino
10806,1,27.03,15.531,1.608,0,0,1,Temporary,80,0,1160,9,1,1,6,Black
10807,1,24.49,4.045,0.819,0,0,1,ByBirth,200,0,128,0,0,1,5,White
10808,1,24.79,0.0,0.416,0,0,1,ByBirth,180,0,7,0,1,1,5,White
10809,1,30.06,3.948,0.626,0,0,0,ByBirth,340,0,144,2,1,1,1,White
10810,0,43.58,3.089,0.0,0,0,1,ByBirth,108,0,0,0,1,1,4,White
10811,1,24.31,4.089,0.0,0,1,1,ByBirth,268,0,175,2,1,1,9,Asian
10812,1,30.66,1.946,2.617,0,0,0,ByBirth,0,0,5000,0,1,1,1,White
10813,0,40.72,0.987,0.0,0,1,0,ByBirth,420,0,0,0,1,1,6,White
10814,1,49.56,1.5,0.0,1,0,1,ByBirth,0,0,125,2,0,1,4,White
10815,0,31.75,6.923,0.0,0,0,0,ByOtherMeans,28,0,60,0,0,1,4,Other
10816,1,34.84,2.478,0.395,1,0,0,ByBirth,280,0,56,0,1,0,1,Black
10817,1,25.63,3.919,0.0,0,1,0,ByBirth,480,0,154,0,1,1,1,White
10818,0,42.0,7.226,0.674,0,1,0,ByBirth,254,0,0,0,1,0,7,White
10819,1,28.33,16.036,0.405,0,1,0,ByOtherMeans,144,0,130,0,1,1,10,Black
10820,1,24.73,2.973,0.0,0,1,0,ByBirth,340,0,4593,0,1,1,7,Asian
10821,0,17.54,1.503,1.242,0,0,1,ByBirth,160,0,131,0,1,0,4,White
10822,1,35.96,1.358,0.0,0,0,0,ByBirth,212,0,1284,0,1,1,0,Latino
10823,1,33.91,1.305,0.5,0,0,1,ByBirth,360,0,90,0,1,1,13,White
10824,0,65.05,6.524,0.0,0,1,1,ByBirth,128,0,1574,0,1,0,11,White
10825,1,24.75,2.933,0.0,1,0,0,ByBirth,276,0,76,0,0,1,1,White
10826,1,79.07,2.397,0.0,0,0,0,ByBirth,320,0,48,0,0,0,4,Black
10827,1,15.17,0.351,0.0,0,1,1,ByBirth,340,0,79,0,1,1,5,White
10828,1,30.99,12.951,0.392,0,0,1,ByBirth,120,0,147,0,1,1,4,Latino
10829,1,54.91,20.483,0.0,0,1,1,ByBirth,180,0,6,0,0,1,7,White
10830,1,23.36,2.256,0.21,0,0,1,ByBirth,112,0,0,0,1,0,4,Other
10831,1,21.8,2.397,0.145,0,0,1,ByBirth,200,0,121,1,1,1,9,White
10832,0,21.08,11.399,1.198,0,1,1,ByBirth,350,0,140,0,0,1,4,White
10833,1,15.17,2.122,0.0,0,0,1,ByBirth,240,0,0,0,1,1,1,Black
10834,0,30.7,1.659,1.757,0,0,1,ByBirth,263,0,74,0,0,1,5,White
10835,1,25.57,1.918,0.0,0,0,0,ByBirth,128,0,0,3,1,1,9,White
10836,1,41.54,19.715,2.402,0,0,1,ByBirth,200,0,171,0,0,1,1,Black
10837,1,27.64,3.122,0.041,0,0,0,ByBirth,128,0,4,0,1,0,1,Latino
10838,1,18.64,13.965,0.0,0,0,1,ByOtherMeans,300,0,0,0,1,1,4,White
10839,0,21.5,16.167,0.0,1,0,0,ByBirth,300,0,2,0,1,1,10,White
10840,0,47.93,1.727,0.549,0,0,0,ByOtherMeans,200,0,38,0,1,1,1,Latino
10841,1,20.66,11.86,0.0,0,0,0,ByBirth,45,0,144,0,1,0,2,White
10842,1,37.92,1.884,0.379,1,1,1,ByBirth,140,0,207,0,1,1,2,White
10843,1,20.17,2.38,1.096,1,0,0,ByBirth,120,0,35,0,1,1,3,Other
10844,0,18.24,3.424,0.258,1,0,0,ByOtherMeans,0,0,112,0,1,1,9,White
10845,0,24.42,3.976,2.756,0,0,1,ByBirth,180,0,14,0,0,1,5,White
10846,0,17.9,12.821,0.0,1,0,0,ByBirth,140,0,425,0,1,0,8,White
10847,0,24.43,1.017,0.3,0,0,0,ByBirth,348,0,0,0,1,1,7,Asian
10848,1,17.65,0.267,1.194,1,0,0,ByBirth,0,0,91,0,1,1,9,White
10849,1,15.17,12.745,0.0,0,0,0,ByOtherMeans,120,0,63,0,1,1,0,Black
10850,1,49.42,3.364,0.0,0,0,0,ByBirth,240,0,366,0,1,1,6,White
10851,0,20.31,6.12,0.0,0,0,1,ByBirth,280,0,0,0,0,0,1,Black
10852,1,52.29,20.34,0.443,0,0,1,ByBirth,460,0,107,0,1,1,6,Asian
10853,0,22.17,0.287,0.0,0,0,1,ByBirth,280,0,97,0,0,1,2,White
10854,1,19.38,1.772,0.615,1,0,1,ByBirth,220,0,79,0,1,0,5,Black
10855,0,48.83,1.975,0.0,0,0,0,ByBirth,160,0,71,0,0,1,1,Black
10856,0,35.43,12.481,0.103,0,0,1,ByBirth,80,0,100,0,1,1,4,Black
10857,1,38.06,0.0,0.027,1,0,0,ByBirth,100,0,3834,0,1,0,8,Latino
10858,1,15.17,2.475,0.0,0,0,0,ByBirth,200,0,538,0,0,0,9,White
10859,1,15.17,2.152,0.0,0,1,1,ByOtherMeans,200,0,90,0,1,0,1,Asian
10860,1,42.13,7.373,1.757,1,0,1,ByBirth,348,0,0,3,1,0,5,White
10861,0,23.95,3.246,0.0,0,0,1,ByBirth,200,0,138,0,1,1,9,Latino
10862,1,27.59,2.578,0.0,0,1,0,ByBirth,180,0,107,0,1,1,10,Asian
10863,0,43.05,16.183,1.993,1,0,0,ByOtherMeans,232,0,0,0,1,0,4,White
10864,1,25.73,2.628,0.345,1,0,1,ByBirth,140,0,103,0,1,1,5,White
10865,1,15.17,0.675,2.24,0,0,0,ByOtherMeans,360,0,128,0,1,1,5,White
10866,1,15.17,2.315,4.43,0,0,0,ByOtherMeans,180,0,617,0,0,1,10,Asian
10867,1,37.88,2.261,0.0,0,0,0,ByBirth,0,0,57,0,1,1,6,White
10868,1,25.31,17.075,4.636,0,0,1,ByBirth,231,0,145,0,1,1,6,White
10869,0,27.26,2.969,0.0,0,0,0,ByBirth,62,0,85,0,1,1,7,White
10870,0,15.17,2.931,1.903,0,0,1,ByBirth,0,0,0,0,1,0,1,White
10871,1,15.17,2.876,0.447,0,0,0,ByBirth,200,0,124,0,0,1,4,White
10872,1,21.19,13.569,0.0,1,0,1,ByBirth,140,0,0,0,0,1,5,White
10873,0,24.81,13.707,0.379,0,0,1,Temporary,220,0,15,0,1,0,4,Other
10874,1,18.98,16.727,0.0,0,1,1,ByBirth,0,0,132,0,1,0,1,White
10875,0,15.93,0.737,0.406,0,0,1,ByOtherMeans,200,0,126,0,1,1,9,White
10876,0,15.17,3.438,1.016,0,0,1,ByBirth,170,0,187,0,1,1,6,White
10877,1,39.92,1.645,0.226,0,0,0,ByBirth,180,0,75,0,0,1,1,Latino
10878,0,20.32,10.406,2.606,0,0,0,ByOtherMeans,167,0,88,0,1,1,4,Asian
10879,0,28.64,6.855,0.0,0,0,0,ByBirth,140,0,45,0,1,1,1,White
10880,1,18.09,6.168,0.0,1,0,1,ByBirth,454,0,0,0,1,1,10,White
10881,1,15.95,1.526,0.0,0,0,0,ByBirth,180,0,56,0,1,0,4,Other
10882,1,16.7,1.208,1.954,0,0,0,ByBirth,130,0,110,0,1,1,4,Asian
10883,1,23.1,2.123,0.637,1,0,1,ByBirth,520,0,106,0,1,1,4,White
10884,1,15.44,3.197,0.0,0,0,0,ByBirth,272,0,131,0,1,1,2,White
10885,0,15.17,1.924,3.252,0,0,0,ByOtherMeans,420,0,98,0,1,1,5,White
10886,1,45.38,6.889,0.798,0,0,0,ByBirth,280,0,5,2,1,0,5,White
10887,1,15.17,18.272,0.0,0,0,0,ByBirth,0,0,60,0,1,1,0,White
10888,1,15.17,2.077,0.731,0,0,0,ByBirth,420,0,34,0,0,0,6,White
10889,1,18.82,11.728,2.323,0,0,1,ByBirth,180,0,127,0,0,0,11,Latino
10890,1,21.79,3.979,0.0,0,1,1,ByBirth,0,0,115,0,1,1,9,White
10891,1,48.23,2.593,0.0,0,0,0,ByBirth,280,0,121,0,1,1,5,Asian
10892,1,17.02,1.0,0.0,0,0,1,ByOtherMeans,263,0,132,0,1,1,4,White
10893,1,28.77,14.588,5.336,0,0,0,ByOtherMeans,152,0,70,0,1,0,13,White
10894,1,20.17,11.732,0.094,0,0,0,ByBirth,73,0,31,0,1,0,4,White
10895,1,27.38,3.294,0.0,1,0,0,ByBirth,400,0,1129,0,1,1,6,Black
10896,1,19.89,0.058,0.0,0,0,1,ByBirth,108,0,64,0,0,0,8,Latino
10897,1,21.03,5.748,0.227,0,0,0,ByBirth,120,0,162,3,0,0,10,White
10898,0,57.53,0.0,0.0,0,0,0,ByOtherMeans,300,0,32,0,0,1,5,White
10899,0,47.51,12.857,0.0,0,0,1,ByBirth,0,0,47,0,0,1,4,Other
10900,1,22.49,0.246,0.028,0,0,1,ByBirth,928,0,0,0,1,1,5,White
10901,1,35.21,1.565,0.0,0,0,1,ByBirth,0,0,19,0,1,0,10,Other
10902,1,16.46,2.751,2.686,1,0,1,ByBirth,120,0,0,0,1,1,7,White
10903,1,16.86,0.871,3.439,0,0,1,ByBirth,100,0,68,0,1,0,11,White
10904,0,22.42,1.806,0.0,0,0,1,ByBirth,0,0,49,0,0,0,2,White
10905,1,25.21,6.396,2.084,1,1,0,ByBirth,80,0,0,13,0,1,1,White
10906,1,15.17,0.351,0.0,0,1,1,ByBirth,0,0,422,0,0,1,1,White
10907,1,34.96,1.298,1.057,0,1,0,ByBirth,120,0,74,3,0,1,10,Asian
10908,1,17.73,0.959,0.0,0,0,1,ByBirth,136,0,121,0,1,1,9,White
10909,0,63.08,15.195,0.0,0,0,0,ByBirth,100,0,143,0,0,1,4,White
10910,1,22.28,4.153,0.0,1,0,0,ByBirth,200,0,12,0,1,1,0,White
10911,1,26.53,7.061,0.0,0,0,1,ByBirth,160,0,79,0,1,1,1,Black
10912,1,25.23,14.494,0.95,1,0,1,ByBirth,454,0,64,0,1,0,6,White
10913,1,15.17,3.405,0.54,0,1,1,ByBirth,232,0,113,9,0,1,6,Latino
10914,1,15.66,26.335,0.0,0,0,1,ByBirth,280,0,89,0,0,1,5,White
10915,1,18.98,9.251,2.899,0,1,1,ByOtherMeans,92,0,46,0,1,1,4,Latino
10916,1,27.11,3.996,0.0,0,0,0,ByBirth,280,0,745,0,1,1,4,Latino
10917,1,32.57,0.199,3.122,0,0,1,ByBirth,100,0,441,0,1,0,1,Latino
10918,0,32.04,12.563,0.0,0,0,1,ByBirth,120,0,0,0,1,1,9,Black
10919,1,18.75,2.14,0.0,1,0,0,ByBirth,369,0,42,0,1,1,8,White
10920,0,31.56,2.427,0.034,0,1,1,ByBirth,100,0,283,0,0,1,0,White
10921,1,15.17,5.505,0.222,1,0,0,ByBirth,180,0,148,0,1,1,2,White
10922,1,26.49,3.83,0.0,0,0,1,ByBirth,140,0,737,0,1,1,4,White
10923,0,18.72,2.661,0.932,0,0,0,ByBirth,280,0,30,0,1,0,4,White
10924,0,26.25,1.626,1.689,0,0,0,ByOtherMeans,0,0,523,0,1,0,5,Latino
10925,1,20.91,16.864,0.811,1,0,1,ByOtherMeans,240,0,47,0,1,1,6,White
10926,0,29.16,2.763,2.313,0,1,0,ByBirth,1160,0,39,2,1,1,9,Latino
10927,0,26.95,1.297,4.433,1,1,0,ByBirth,368,0,100,0,1,1,5,White
10928,1,15.17,1.026,0.0,1,0,0,ByBirth,120,0,101,3,1,1,2,White
10929,1,36.15,3.806,0.0,0,0,1,ByOtherMeans,0,0,0,0,1,1,4,White
10930,1,28.48,3.236,0.556,0,0,0,ByBirth,268,0,110,2,1,1,5,Asian
10931,1,15.17,3.242,10.537,0,0,1,ByBirth,100,0,54,1,1,0,4,White
10932,1,41.11,0.875,0.0,1,1,0,ByBirth,128,0,0,0,0,0,1,White
10933,0,42.34,0.172,0.0,1,0,0,ByBirth,232,0,150,0,0,1,7,White
10934,0,17.48,4.091,0.0,0,0,1,ByBirth,170,0,81,0,1,0,8,White
10935,0,15.17,3.035,0.131,0,1,0,ByBirth,340,0,86,0,1,0,1,White
10936,1,17.87,2.129,1.14,0,0,1,ByOtherMeans,100,0,510,0,1,0,4,Black
10937,1,43.33,15.659,0.0,0,0,1,ByBirth,160,0,29,0,1,1,4,White
10938,1,51.75,12.384,0.248,1,0,0,ByBirth,350,0,0,0,1,0,0,White
10939,1,20.18,16.557,5.118,0,0,0,ByBirth,420,0,168,0,1,1,1,Black
10940,0,17.48,1.659,0.0,0,0,0,ByOtherMeans,140,0,160,0,1,1,2,Asian
10941,0,24.01,5.17,0.241,0,0,1,ByBirth,0,0,51,1,1,1,5,Black
10942,0,50.68,14.858,0.0,0,1,1,ByBirth,100,0,145,3,1,1,4,White
10943,1,16.34,3.264,0.917,1,1,0,ByOtherMeans,280,0,67,0,0,1,1,Black
10944,0,60.26,16.754,0.0,1,1,1,ByBirth,170,0,123,0,1,1,2,White
10945,0,15.3,0.0,0.0,0,0,0,ByBirth,280,0,110,0,1,1,9,White
10946,0,24.29,2.768,0.0,0,0,1,ByBirth,200,0,90,0,1,0,6,Black
10947,1,38.89,0.741,1.09,0,1,1,ByBirth,309,0,0,0,0,1,4,Asian
10948,0,28.75,7.907,1.155,0,0,1,ByBirth,231,0,13,0,1,1,0,White
10949,1,20.08,2.936,1.845,0,0,1,ByBirth,200,0,58,0,1,1,10,White
10950,1,51.93,3.315,0.219,1,0,0,ByBirth,100,0,114,4,1,0,1,White
10951,1,15.17,7.644,0.575,0,1,1,ByOtherMeans,0,0,0,0,1,1,5,Latino
10952,1,15.17,1.676,0.31,0,1,1,ByBirth,720,0,85,0,1,1,1,White
10953,1,19.26,2.163,1.0,0,0,0,ByBirth,280,0,168,0,1,0,5,White
10954,1,36.96,1.127,1.765,0,0,0,ByBirth,144,0,87,0,1,1,2,White
10955,1,18.07,1.901,0.548,0,0,1,ByBirth,360,0,87,0,0,1,6,White
10956,0,15.17,2.195,0.0,0,1,1,ByBirth,256,0,425,0,0,0,13,White
10957,1,15.17,2.429,1.116,0,0,1,ByBirth,120,0,160,1,1,1,5,White
10958,0,15.17,2.16,0.04,0,0,0,ByBirth,160,0,50,0,1,1,9,White
10959,1,18.23,11.744,0.99,1,0,0,ByBirth,171,0,10,0,1,0,7,White
10960,0,15.17,15.397,0.0,0,1,1,ByBirth,100,0,557,0,0,1,9,White
10961,1,25.59,11.915,0.771,0,0,1,ByBirth,163,0,0,0,1,0,4,Black
10962,0,45.32,3.175,1.525,0,0,1,ByBirth,110,0,119,0,1,1,4,White
10963,1,29.85,4.179,2.264,0,0,1,ByBirth,280,0,135,0,1,0,4,Black
10964,1,17.22,3.675,0.288,0,1,1,ByOtherMeans,0,0,14,0,1,0,6,White
10965,0,19.57,3.088,0.0,0,0,1,ByBirth,160,0,75,1,1,1,6,White
10966,1,33.14,2.578,5.82,0,0,1,ByBirth,160,0,0,0,0,1,6,White
10967,1,42.29,1.872,0.0,0,0,0,ByBirth,340,0,148,3,1,1,1,White
10968,1,26.64,1.735,0.786,1,0,1,ByBirth,100,0,50,0,1,1,5,White
10969,0,25.25,2.618,0.0,0,0,1,ByBirth,232,0,67,0,1,0,7,White
10970,0,27.96,7.611,0.014,0,0,1,ByBirth,200,0,595,0,1,1,1,Asian
10971,1,29.58,12.982,0.0,0,0,0,ByBirth,320,0,91,0,1,1,4,White
10972,1,22.35,19.362,2.543,0,0,1,ByOtherMeans,360,0,35,0,0,1,6,White
10973,0,23.9,2.414,0.662,1,0,1,ByBirth,210,0,28,0,0,1,6,White
10974,1,29.33,7.811,0.672,0,0,1,ByBirth,200,0,75,0,1,1,4,White
10975,0,15.17,2.645,4.738,0,0,0,ByBirth,140,0,0,0,1,1,7,Latino
10976,1,18.36,11.16,0.487,0,1,1,ByBirth,420,0,0,0,0,1,9,White
10977,1,19.84,1.904,0.0,1,0,1,ByBirth,100,0,89,0,0,1,1,Latino
10978,1,15.17,4.611,0.0,0,0,1,ByOtherMeans,280,0,70,0,1,1,7,White
10979,1,32.98,13.192,0.44,0,0,1,ByOtherMeans,216,0,0,0,1,1,6,White
10980,1,15.17,1.276,0.0,0,1,1,ByBirth,0,0,110,0,1,1,5,White
10981,0,25.35,16.797,0.17,0,0,0,ByBirth,0,0,21,0,0,1,10,Latino
10982,1,16.05,2.62,0.451,0,1,1,ByBirth,100,0,38,5,1,1,4,White
10983,1,19.42,3.493,0.0,0,0,0,ByBirth,280,0,154,0,1,1,10,White
10984,0,28.74,19.649,0.0,1,0,0,ByBirth,160,0,4,0,1,1,4,White
10985,0,21.52,2.401,0.0,1,1,0,ByBirth,240,0,3,0,0,0,3,White
10986,1,59.61,1.847,0.289,0,0,1,ByBirth,80,0,122,0,1,0,4,White
10987,1,20.51,0.684,0.361,1,0,0,ByBirth,300,0,533,0,0,0,9,Latino
10988,1,18.29,17.792,0.033,0,1,0,ByOtherMeans,180,0,132,0,1,1,6,White
10989,1,30.23,2.838,1.092,0,0,1,ByBirth,120,0,90,0,0,1,6,Other
10990,1,15.17,0.093,0.0,0,0,1,ByBirth,140,0,517,0,1,1,4,White
10991,1,43.23,13.846,0.0,0,1,1,ByBirth,100,0,77,0,1,1,2,Latino
10992,1,15.17,2.478,1.709,0,0,0,ByBirth,340,0,133,0,1,1,0,Black
10993,1,22.78,1.528,0.0,0,0,1,ByBirth,120,0,44,0,1,1,6,White
10994,0,61.85,1.835,0.075,0,0,1,ByBirth,160,0,116,0,1,1,6,White
10995,1,16.31,1.695,0.657,1,0,1,ByBirth,60,0,1330,0,1,0,3,White
10996,1,17.04,12.116,5.692,0,0,0,ByBirth,100,0,650,0,1,1,8,Latino
10997,1,17.42,11.232,6.448,0,0,0,ByBirth,160,0,100,0,0,1,2,White
10998,1,15.17,17.337,0.0,0,0,0,Temporary,0,0,155,0,1,0,1,White
10999,1,21.92,0.637,6.081,1,0,0,ByBirth,300,0,0,0,1,1,4,White
11000,0,41.94,0.676,0.0,0,0,0,ByBirth,80,0,164,0,0,0,1,Asian
11001,1,23.02,0.331,0.0,1,0,1,ByOtherMeans,280,0,0,0,1,1,6,White
11002,1,16.23,4.12,0.422,0,0,0,ByBirth,0,0,82,9,1,1,5,White
11003,1,22.48,20.843,0.62,0,0,0,ByBirth,200,0,463,0,1,0,4,White
11004,1,15.17,2.832,0.268,0,0,0,ByBirth,120,0,91,12,1,1,5,White
11005,1,51.0,2.775,0.0,0,0,1,ByBirth,212,0,117,0,1,0,4,White
11006,1,49.3,1.981,0.0,0,0,0,ByBirth,80,0,26,0,1,1,7,White
11007,0,25.05,3.315,0.0,0,0,1,ByBirth,360,0,0,0,1,1,1,White
11008,1,35.57,0.652,0.0,1,0,1,ByOtherMeans,180,0,0,0,1,1,4,White
11009,1,21.06,16.766,1.582,0,1,1,ByBirth,160,0,41,0,1,0,5,White
11010,1,29.94,16.027,0.0,0,1,1,ByBirth,140,0,159,0,1,1,2,White
11011,1,23.77,1.796,0.517,0,0,1,ByBirth,280,0,0,0,1,0,0,Black
11012,1,26.19,15.673,0.0,1,0,0,ByBirth,240,0,83,0,1,1,1,White
11013,0,50.15,6.813,0.049,0,0,1,ByOtherMeans,160,0,0,0,1,1,10,White
11014,1,33.32,2.784,0.0,1,0,0,ByBirth,272,0,70,0,1,0,1,Asian
11015,0,33.26,0.948,0.741,0,0,1,ByBirth,140,0,33,0,1,1,8,White
11016,1,31.5,3.397,11.289,0,0,0,ByBirth,340,0,113,0,1,1,3,White
11017,1,15.17,7.491,0.569,0,0,1,Temporary,200,0,821,2,1,1,5,White
11018,1,15.17,3.124,0.0,0,0,0,ByBirth,0,0,0,0,1,1,7,White
11019,1,17.35,1.993,0.607,0,0,1,ByOtherMeans,160,0,672,0,1,1,8,White
11020,1,37.69,7.519,0.0,1,0,1,ByBirth,320,0,143,0,0,0,4,White
11021,1,20.67,0.394,0.023,1,0,0,ByBirth,120,0,64,0,1,0,1,White
11022,1,31.13,6.9,0.0,1,0,0,ByBirth,600,0,37,0,1,0,7,White
11023,0,42.08,5.146,1.613,0,0,1,ByBirth,320,0,79,0,0,0,11,Asian
11024,1,15.99,7.783,0.0,0,1,0,ByBirth,320,0,443,0,0,0,4,Other
11025,1,21.56,1.141,0.0,0,0,1,ByBirth,0,0,677,0,1,0,2,White
11026,1,26.81,2.296,0.0,0,0,1,ByBirth,0,0,150,0,0,0,4,White
11027,1,22.81,3.366,2.408,0,0,1,ByBirth,100,0,11,3,1,1,4,Black
11028,1,55.73,10.707,0.404,0,0,0,ByBirth,0,0,10,0,1,1,1,White
11029,1,15.17,7.627,0.0,1,0,0,ByBirth,320,0,122,1,1,1,5,Asian
11030,0,41.82,4.128,0.0,1,0,1,ByBirth,0,0,88,0,1,1,8,White
11031,1,27.31,1.172,0.0,0,0,1,ByBirth,320,0,781,0,1,1,1,White
11032,1,33.01,6.595,2.871,0,0,0,ByBirth,256,0,55,4,0,1,5,White
11033,0,26.01,2.653,0.0,0,0,1,ByBirth,180,0,0,0,1,0,7,White
11034,1,31.47,1.636,0.0,0,0,0,ByBirth,100,0,0,0,1,1,9,White
11035,1,18.84,1.528,1.929,1,0,0,ByBirth,400,0,40,0,1,1,6,Black
11036,0,21.82,2.02,0.438,0,1,1,ByBirth,200,0,109,14,1,1,4,White
11037,1,15.17,2.957,0.543,0,0,0,ByBirth,154,0,93,0,1,1,6,Latino
11038,1,16.72,2.637,2.087,1,0,0,ByBirth,420,0,56,0,0,0,8,Black
11039,0,42.48,1.99,0.175,0,0,1,ByBirth,416,0,1287,0,1,0,5,White
11040,1,16.66,1.71,0.315,0,0,0,ByBirth,180,0,30,0,1,1,9,White
11041,1,18.74,4.262,3.227,0,0,0,ByOtherMeans,140,0,68,0,0,0,8,Latino
11042,1,24.63,1.535,0.667,0,0,0,ByBirth,240,0,122,0,1,0,5,Black
11043,1,18.36,2.615,4.442,0,0,0,ByOtherMeans,0,0,0,0,1,1,6,White
11044,1,25.0,4.483,1.133,0,0,0,ByBirth,280,0,8,3,1,0,4,Asian
11045,0,16.05,0.0,0.0,0,1,0,Temporary,180,0,127,0,1,0,9,White
11046,0,15.17,2.562,0.0,0,1,1,ByOtherMeans,340,0,44,4,0,0,5,Latino
11047,1,15.17,15.797,0.0,0,0,1,ByBirth,180,0,157,0,0,1,1,White
11048,1,15.17,0.762,1.334,1,0,1,ByBirth,128,0,192,0,1,1,8,White
11049,1,17.14,2.688,0.0,0,0,0,ByBirth,280,0,118,0,1,1,4,White
11050,1,18.01,3.07,0.25,0,0,0,ByBirth,0,0,111,0,0,1,8,White
11051,1,16.92,3.413,1.75,0,0,1,ByBirth,140,0,98,0,1,0,4,White
11052,1,15.17,12.566,0.083,0,0,1,ByBirth,360,0,154,0,1,1,1,White
11053,0,20.6,1.757,1.476,0,0,0,ByBirth,240,0,410,0,1,1,8,White
11054,1,15.17,0.903,0.373,0,0,1,ByBirth,0,0,64,0,1,1,6,White
11055,1,38.62,1.436,4.255,0,0,0,ByBirth,0,0,138,1,0,0,4,Black
11056,1,18.49,11.148,0.366,1,0,0,ByBirth,108,0,55,0,1,1,4,White
11057,1,15.17,13.321,0.179,0,0,1,ByBirth,0,0,70,0,0,1,10,White
11058,1,36.82,6.324,1.852,0,0,0,ByBirth,200,0,718,0,0,0,2,White
11059,1,17.98,15.251,0.21,0,0,1,ByBirth,0,0,0,0,0,1,6,Black
11060,1,37.44,13.915,2.185,1,0,0,ByBirth,0,0,129,0,1,1,10,Other
11061,0,35.3,12.305,0.182,0,1,1,ByBirth,60,0,83,0,1,1,10,Black
11062,1,39.07,2.195,0.0,0,0,1,ByBirth,200,0,117,0,1,1,4,Latino
11063,1,44.04,18.14,2.431,1,0,0,ByBirth,128,0,19,0,0,1,6,White
11064,0,73.96,2.65,0.336,1,0,1,ByBirth,480,0,68,0,1,0,7,White
11065,1,47.13,18.822,0.0,1,0,0,ByBirth,136,0,114,0,0,1,5,Latino
11066,0,30.42,15.475,1.644,0,0,1,ByOtherMeans,240,0,116,0,0,1,4,White
11067,1,66.27,3.372,1.287,1,0,0,ByOtherMeans,168,0,154,3,1,1,6,White
11068,1,17.16,4.034,0.358,0,1,0,ByBirth,480,0,836,2,1,0,6,White
11069,1,54.97,2.947,0.739,0,1,0,ByOtherMeans,280,0,181,0,1,0,0,White
11070,1,40.32,3.948,0.129,0,0,1,ByBirth,320,0,134,3,0,0,4,White
11071,1,18.09,3.29,2.366,1,0,1,ByBirth,176,0,82,0,1,0,4,White
11072,1,15.17,15.731,2.472,0,0,0,ByBirth,0,0,0,0,1,0,4,Asian
11073,1,19.41,8.487,0.0,0,0,1,ByBirth,140,0,1778,0,0,1,1,Latino
11074,1,34.27,2.717,2.28,0,0,0,ByBirth,80,0,37,0,1,1,6,Black
11075,1,15.17,4.307,0.0,0,0,0,ByBirth,200,0,15,0,1,1,2,White
11076,1,15.17,5.917,0.08,1,0,1,ByBirth,80,0,24,0,1,1,4,Black
11077,0,17.43,7.193,1.053,1,1,0,ByBirth,0,0,79,0,1,1,4,Black
11078,1,36.96,3.499,1.966,1,0,0,ByOtherMeans,200,0,69,0,1,1,2,White
11079,1,45.66,2.302,6.082,1,0,0,ByBirth,180,0,83,0,1,0,6,Black
11080,0,42.12,16.98,1.977,0,0,0,ByBirth,0,0,5000,0,1,1,5,White
11081,1,15.17,5.398,0.106,1,0,1,ByBirth,120,0,43,0,0,0,5,White
11082,0,38.41,1.446,0.536,1,0,1,ByBirth,200,0,0,0,1,1,1,Black
11083,0,28.39,5.311,0.528,1,0,0,ByBirth,0,0,66,0,1,1,2,Asian
11084,1,22.3,4.148,0.0,0,1,0,ByBirth,232,0,122,0,1,1,6,White
11085,0,36.68,2.245,0.362,0,1,1,ByBirth,260,0,55,0,0,1,10,Latino
11086,1,15.17,13.018,1.14,1,1,1,ByBirth,180,0,145,0,1,0,3,White
11087,0,31.41,4.727,2.582,0,0,1,ByBirth,144,0,147,0,0,0,4,Latino
11088,1,21.54,2.265,0.0,0,0,1,ByBirth,260,0,122,0,1,1,4,White
11089,1,45.91,2.49,7.601,0,0,1,ByBirth,0,0,5000,0,1,1,10,White
11090,0,43.17,1.919,0.0,0,0,0,ByBirth,160,0,73,0,1,0,4,White
11091,1,22.53,6.628,0.0,0,0,1,ByBirth,360,0,11,0,1,1,4,White
11092,0,21.43,9.905,0.0,0,0,0,ByBirth,360,0,0,0,0,1,0,White
11093,1,25.4,7.013,1.057,0,0,0,ByBirth,128,0,52,0,1,1,7,White
11094,1,22.95,16.914,0.795,0,0,1,ByBirth,132,0,667,0,0,1,5,Black
11095,1,43.89,2.71,0.324,0,1,1,ByBirth,180,0,0,0,0,0,5,White
11096,1,28.23,10.371,0.316,0,0,1,ByBirth,0,0,490,0,1,1,1,Asian
11097,1,18.57,1.215,0.0,1,0,0,ByBirth,440,0,15,0,1,0,6,Latino
